,word,frequency,frequency_scaled,relevancy_score,weighted_score
119,sold,550,0.33052884615384615,40.36944970488548,10.77794630921297
38,work,482,0.28966346153846156,36.441640868783,10.555811838193152
30,cent,568,0.34134615384615385,30.647218458354473,10.461310146842152
113,needed,620,0.37259615384615385,32.44567511975765,10.337404296765428
42,security,453,0.2722355769230769,37.511594742536545,10.211990636039095
36,government,489,0.2938701923076923,34.523016199469566,10.145285409579698
41,estate,455,0.2734375,36.98192137479782,10.11224412592128
114,necessary,620,0.37259615384615385,32.44567511975765,9.948462304363732
39,return,467,0.28064903846153844,34.5645747333765,9.700514663754102
63,fee,372,0.22355769230769232,43.29502207040787,9.67893522247099
40,health,457,0.2746394230769231,35.11048932373524,9.642724531819113
46,customer,435,0.2614182692307692,36.639110535383224,9.578132862314725
49,value,428,0.25721153846153844,36.90153135359287,9.49149965104432
47,public,432,0.25961538461538464,35.39587293565273,9.189313165986768
37,information,486,0.2920673076923077,31.384177923202515,9.16629235016612
43,management,443,0.26622596153846156,34.161379009485245,9.094645974280027
45,life,438,0.26322115384615385,33.73113312572241,8.878747781890874
120,working,482,0.28966346153846156,36.441640868783,8.745116090842568
60,payment,384,0.23076923076923078,37.782245099544525,8.71897963835643
58,change,386,0.23197115384615385,36.52620864659548,8.473026765376115
121,returning,467,0.28064903846153844,34.5645747333765,8.421725526380914
50,offer,421,0.2530048076923077,33.05353211611509,8.362702536589216
67,care,367,0.2205528846153846,37.7766397446394,8.331746866756404
64,client,369,0.22175480769230768,37.36837074160576,8.286615867579641
48,group,429,0.2578125,32.140546545386314,8.28623465623241
122,returned,467,0.28064903846153844,34.5645747333765,8.044721673132504
57,member,389,0.23377403846153846,34.095188200473785,7.9705698377309515
52,manager,416,0.25,31.58710027486086,7.896775068715215
66,term,368,0.22115384615384615,35.627039805054665,7.879056879964012
123,leave,467,0.28064903846153844,34.5645747333765,7.8632341280149385
59,house,384,0.23076923076923078,33.879682779312134,7.818388333687416
74,made,347,0.20853365384615385,37.391582414507866,7.7974033039869175
62,long,378,0.22716346153846154,33.90583972632885,7.702167918601145
69,firm,359,0.21574519230769232,35.69469712674618,7.700959295974687
65,debt,368,0.22115384615384615,34.07852800190449,7.536597538882723
88,part,315,0.1893028846153846,39.795785024762154,7.533456900721201
124,offered,421,0.2530048076923077,33.05353211611509,7.4623416190304805
61,bill,383,0.23016826923076922,32.249138072133064,7.422728294246973
54,system,409,0.24579326923076922,30.143085345625877,7.408967491803476
55,want,409,0.24579326923076922,30.065747030079365,7.389958254388497
51,increase,418,0.2512019230769231,29.290716849267483,7.357884400837625
81,child,333,0.20012019230769232,36.52124772965908,7.308639118976247
85,law,321,0.19290865384615385,37.813517302274704,7.29455471997006
53,risk,416,0.25,29.13935086131096,7.28483771532774
56,good,391,0.23497596153846154,30.745736055076122,7.224508892749257
91,report,312,0.1875,38.51061913371086,7.2207410875707865
80,cash,336,0.20192307692307693,35.72722238302231,7.214150673494889
129,changing,386,0.23197115384615385,36.52620864659548,7.160980539169374
86,program,317,0.19050480769230768,37.55718973278999,7.1548252075086705
125,offering,421,0.2530048076923077,33.05353211611509,7.03522870304178
107,issue,287,0.17247596153846154,40.30051928758621,6.9508708146257465
68,high,361,0.2169471153846154,31.955797240138054,6.9327180310636045
75,number,346,0.20793269230769232,33.28562142699957,6.921168878450632
79,employee,336,0.20192307692307693,34.0622466430068,6.877953649068681
71,real,351,0.2109375,32.56603206694126,6.869397389120422
108,board,286,0.171875,39.804087445139885,6.841327529633418
73,deal,347,0.20853365384615385,32.74245251715183,6.827903259285869
70,next,354,0.2127403846153846,32.05632121860981,6.819674105401366
82,trust,331,0.19891826923076922,33.7977479994297,6.722989535944249
99,place,300,0.18028846153846154,37.17584675550461,6.702376217939532
126,increased,418,0.2512019230769231,29.290716849267483,6.685268310533497
72,city,348,0.2091346153846154,31.961907736957073,6.684341281527081
76,percent,345,0.20733173076923078,32.18640637397766,6.67326334075859
127,increasing,418,0.2512019230769231,29.290716849267483,6.588432483214248
130,making,347,0.20853365384615385,37.391582414507866,6.571443456552004
94,case,310,0.18629807692307693,35.17473191767931,6.552984912548429
83,go,325,0.1953125,33.226588785648346,6.489568122196943
100,lot,299,0.1796875,35.76034700125456,6.4256873517879285
92,mean,311,0.18689903846153846,34.368163138628006,6.423376644298864
44,billion,442,0.265625,24.034807585179806,6.384245764813386
101,amount,295,0.17728365384615385,35.93884499371052,6.371369755495555
103,end,291,0.17487980769230768,35.97301071882248,6.290953196620998
128,decrease,418,0.2512019230769231,29.290716849267483,6.247033147587691
102,capital,294,0.17668269230769232,35.34196028113365,6.24431269390222
84,portfolio,322,0.1935096153846154,32.19467754662037,6.229979669478221
78,federal,339,0.20372596153846154,30.322540126740932,6.177488643608879
133,along,315,0.1893028846153846,39.795785024762154,6.1188735866807535
89,university,315,0.1893028846153846,32.29231737554073,6.113028830105367
132,legal,321,0.19290865384615385,37.813517302274704,6.101508415527897
96,bond,306,0.18389423076923078,32.94384807348251,6.058183600051472
77,inc,343,0.20612980769230768,29.135375045239925,6.005669255118566
131,parent,333,0.20012019230769232,36.52124772965908,5.90915011008897
97,president,305,0.18329326923076922,32.16872514039278,5.896310797968628
104,buy,291,0.17487980769230768,33.7032275646925,5.894013955123508
95,school,308,0.18509615384615385,31.72659020125866,5.87246982090605
98,growth,301,0.18088942307692307,32.39118084311485,5.859222015491328
87,best,315,0.1893028846153846,29.909248255193233,5.661906971385738
90,consumer,314,0.18870192307692307,29.658947631716728,5.5967004545427
106,better,288,0.17307692307692307,32.20905451476574,5.574644050632532
105,higher,290,0.17427884615384615,30.776673831045628,5.363723203727903
93,based,311,0.18689903846153846,28.196708030998707,5.269937618774398
140,rest,291,0.17487980769230768,35.97301071882248,5.177788291139347
134,graduate,315,0.1893028846153846,32.29231737554073,5.171607183135176
135,college,315,0.1893028846153846,32.29231737554073,5.15303441047987
141,buying,291,0.17487980769230768,33.7032275646925,5.00443015165049
136,professor,315,0.1893028846153846,32.29231737554073,4.952795486944679
137,vicepresident,305,0.18329326923076922,32.16872514039278,4.939703007291247
138,vice,305,0.18329326923076922,32.16872514039278,4.778592088035301
139,chairman,305,0.18329326923076922,32.16872514039278,4.759404811194191
109,think,285,0.17127403846153846,26.31519766896963,4.507110177678092
142,really,285,0.17127403846153846,26.31519766896963,3.8036527447596895
143,thing,285,0.17127403846153846,26.31519766896963,3.7020448713293113
