,Article,snippet,relevant,Column2
529,Though Ukraine has not publicly discussed starvation deaths it acknowledges there is a humanitarian crisis in the eastern region because of the conflict and blames the separatists and Russia for supporting the rebels The government cut off pensions this month to people in all areas of eastern Ukraine controlled by separatists to undercut support for pro Russian rebels The number of starvation deaths in Donetsk is hard to pin down largely because the fighting has crippled government functions in the east including offices that record causes of deaths The siege of the city that began in August has led to of the city s million people fleeing Dmitry Ponomarenko pastor of the City of Light Protestant church said he believes the starvation toll is in the hundreds or thousands His assessment is based on accounts from parishioners and seniors who come to his church daily for a free meal In one month they reported more than starvation deaths of pensioners in Donetsk he said The Ukrainian Independent Information Agency citing aid workers reported that seniors in Donetsk mostly single men died of hunger in September Irina Prodorova who volunteers to bring meals to shut ins recently found the bodies of two men she had been helping She said their emaciated condition indicated they died of hunger Her group has resources to serve only one meal a week to shut ins Alexander Zakharchenko prime minister of the rebels Donetsk People s Republic said at a meeting Dec with Donetsk officials The main topic of discussion was paying social benefits to elderly and disabled pensioners because they are starving and cannot buy medicine A number of aid groups are fighting hunger in Donetsk and other cities in the war zone including the United Nations Food Program and the charitable foundation of Rinat Akhmetov Ukraine s richest man who fled to Kiev when separatists threatened to kill him The separatists and Russia have decried the pension cutoff as inhumane Kiev says rebels and criminals have taken much of the money it sends to the eastern region The cutoff announced Nov means payments will no longer be stolen by pro Russian bandits Prime Minister Arseniy Yatsenyuk said Donetsk pensioner Mikhail Potyaka said the only reason he didn t die of starvation recently was because of a neighbor s kindness He had been going to the City of Light church to get the one meal a day he eats when he caught pneumonia I lay in bed delirious for three days while my neighbor took care of me he said I don t know what I ll do if I get sick again and can t get to the church for food he said I guess I ll die Donetsk s mayor in exile Alexander Lukyanchenko who fled to Kiev in August after receiving separatist death threats has criticized the Ukrainian government for the cutoff The only way for residents of neighboring Donetsk and Luhansk provinces to get their pensions back is to go to a city outside the war zone to re register for benefits Many retirees lack the health or money to travel so far Lukyanchenko said Foster reported from Portland Ore I don t know what I ll do if I get sick again and can t get to the church for food I guess I ll die Donetsk pensioner Mikhail Potyaka,"""I don't know what I'll do if I get sick again and can't get to the church for food. I guess I'll die."" Donetsk pensioner Mikhail Potyaka

donetsk, ukraine â€” Retirees in Donetsk, the largest city in eastern Ukraine held by pro-Russian separatists, are dying of hunger because their pensions were cut off by the national government, rebel officials and residents say.",0,
530,Now a complaint filed Tuesday by Wheeler in United States District Court in the Southern District of New York threatens to spark new conversation In the complaint Wheeler alleges Fox News was working with the Trump administration to disseminate fake news in order to distract the public from Russia s alleged attempts to influence our Country s presidential election according to his attorney Douglas Wigdor Wigdor serves as attorney in several current cases alleging harassment or discrimination by Fox News Channel executives A Fox News spokesperson could not be reached for immediate comment The lawsuit alleges Ed Butowsky and Malia Zimmerman a Fox News contributor and journalist respectively fabricated two quotations and attributed them to Mr Wheeler and included them in the now retracted article Mr Wheeler who was the only named source quoted in the article did not make these statements the lawsuit alleges Instead the suit says Zimmerman Butowsky and Fox had created fake news to advance President Trump s agenda Wheeler was subsequently forced to correct the false record and as a result lost all credibility in the eyes of the public The original Fox News posting on the matter lent momentum to right wing outlets including Breitbart and The Drudge Report which had suggested with items and links but little credible evidence that Rich could have been killed for the leak of DNC emails during last year s presidential campaign an act that has largely been attributed to Russian interference In the complaint Wheeler seeks damages to be determined at trial to compensate him for mental anguish and emotional distress and loss of earnings from his job,"A private investigator who was put at the center of a controversial report on the death of a murdered Democratic National Committee operative is alleging he was placed there against his will by employees of Fox News Channel.

Rod Wheeler isnâ€™t the most famous private investigator, but his name became associated earlier this year with a now-retracted online report from Fox News Channel that used comments from WheelerÂ alleging Seth Rich, a DNC employee whoÂ was killed in Washington, D.C. last July, was linked to a leak of DNC emails by Wikileaks. Wheeler, who had made an appearance on Fox affiilate WTTG about the situation, subsequently told CNN he had no evidence to support the claims. Fox News host Sean Hannity, who had been discussing the Seth Rich theories on his primetime Fox News program, said in May that he would â€œceaseâ€ talking about the case out of respect for the victimâ€™s family, though he would continue to investigate the matter.",0,
531,SEE ALSO Dear Baby Boomer Retirement Is This Close and You Need to Deal With a Few Issues And of course that s a solid goal But if the only thing you re looking for from your financial professional is explosive stock picks you re doomed to disappointment No one can control the stock market or exactly how an investment will perform You re also overlooking the many important things a good financial professional can do to help you work toward your goals Those can include They can help take the emotion out of investing Fear greed excitement and disappointment they all can override logic when you re making investment decisions One of the biggest reasons investors underperform over time is psychology according to the most recent Dalbar study the Quantitative Analysis of Investor Behavior They are driven by behaviors such loss aversion panic selling and herding following what everyone else is doing Financial professionals expect to see a wide range of emotions from clients especially in today s uncertain markets But it s our job to help them push down their panic and stick with their plan They work on correcting the shortsightedness that comes with age Retirees in particular struggle with short term vision They might not have had any problem at all seeing a or year plan when they were working and could take risks But as soon as their incomes turn off they tend to put on what we call two year goggles and they can t get past that time frame These days people who retire early at could live another even years They might be retired for as long as they were working and they have to keep those income streams flowing They can t take the risks they did in the past but that doesn t mean they have to pull out of the market altogether or stop looking at certain types of investments Older investors need to stay properly positioned to help remain protected but also to help make sure don t run out of money They deal with the complexities of retirement so you don t have to It s a financial professional s job to stay on top of all the little details and to help with the big decisions that you might not even know about It used to be you d get your gold watch and your pension collect your Social Security and ride off into the sunset That s not the case anymore These days many people don t have a pension They don t know when to collect Social Security to get the maximum monthly benefit They don t know the difference between Medicare and Medicaid and what will happen to them if they get sick and need long term care We do And we can help walk our clients through it They can provide you with a plan You have savings investments and other assets and files full of paperwork to prove it But do you have a plan Most people wouldn t get married have kids or buy a house without getting some help to make sure things go smoothly Why not treat retirement unquestionably a substantial event in your life the same way A financial professional can help prepare you for the certainty of uncertainty At various times in your life you re going to be hit with a few surprises and you need to be ready For example at my office we go through a list with prospective clients that we call the what if test What if you lose your job tomorrow What if you die What if you become disabled What if the government reduces Social Security or your pension is cut in half If you don t have the answers for those sorts of questions then you probably don t have a plan Working closely with your financial professional is not just about making money That s important but it s also about having a person who will be there when you have questions or concerns or when you re full on flipping out about the market A good financial professional not only can help you improve your financial situation but also provide some reassurance when your financial confidence starts wavering See Also Making Next Year s Taxes Less Painful Kim Franke Folstad contributed to this article Copyright The Kiplinger Washington Editors,"Investors like to focus on the bottom line, but retirement takes more than that. Here are four key ways financial professionals can help with the big picture.

Many people hire a financial professional with just one purpose in mind: to outperform the market.",0,
532,London s housing crisis is not just about white gen Xers or millennials in their s anxious about their homeownership dreams sliding out of view Many renters are black working class people on low incomes We pay exorbitant rents to live in shoddy cramped even dangerous housing We can be evicted at a moment s notice through no fault of our own Meanwhile thousands of Londoners are facing homelessness because they cannot keep up with the extortionate rents and fees that characterise the private rental market London is a fantastic city and it is our home But renters across the capital have had enough That s why we re part of a new London Renters Union launched this year and growing fast We re Londoners and we plan on fighting to make our city a place where everyone has a decent secure affordable place to call home That means standing together against the landlords and agents who exploit us to demand better housing for all If renters come together we re powerful enough to realise the big changes our housing system needs We cannot leave our city and should not feel we have to We urge renters in London to join our fight Anabel Bennett L pez and Shiran Mohamed London Renters Union Join the debate email guardian letters theguardian com Read more Guardian letters click here to visit gu com letters Do you have a photo you d like to share with Guardian readers Click here to upload it and we ll publish the best submissions in the letters spread of our print edition,"If renters come together, weâ€™re powerful enough to realise the big changes our housing system needs, write Anabel Bennett LÃ³pez and Shiran Mohamed

As private renters in London, we were interested to read your feature ( â€˜Rent was astronomicalâ€™: people on why they left London in their 30s,theguardian.com, 29 August). Most of us donâ€™t have the casual luxury of uprooting ourselves from London â€“ our home â€“ for a new life in Bristol, the Midlands or the North. Many of us grew up in London. Our families live in London. Our jobs are in London. Our friends and lives are all here.",1,
533,Under the National Defense Authorization Act NDAA of National Guard and Reserve members are able to receive early retirement benefits prior to the age of based on their mobilization for operations overseas This bill provides that for every ninety days of mobilization three months of credit will be given toward retirement Current law only accounts for active duty service that has occurred since the enactment of the NDAA Active duty service prior to that date is not counted toward this early retirement credit system Congressman Wilson has introduced legislation to expand retirement and health care benefits for Guard and Reserve members H R the National Guardsmen and Reservists Parity for Patriots Act amends the date of enactment of the credit system to September which would cover all the Guardsmen and Reservists who were mobilized and honorably served our nation in the Global War on Terrorism H R a bill to allow Guard and Reserve members to begin receiving full TRICARE benefits at the same time as their early retirement benefits President Obama has made it clear that he shares a desire to expand the retirement and health care benefits for those who serve this nation in uniform said Rep Wilson Since the tragic terrorist attacks of September th more than National Guard and Reserve members have been mobilized to serve in the War on Terror These citizen soldiers have grown from a strategic reserve to an operation force that has seen combat overseas Their service and sacrifice should be counted I look forward to working with President Obama and my colleagues in Congress to address this issue and others that pertain to our Armed Forces and the courageous men and women who serve TNS CT JF StaffFurigay,"WASHINGTON, Feb. 25 -- Rep. Joe Wilson, R-S.C. (2nd CD), issued the following news release:

Congressman Joe Wilson (SC-02), Ranking Member of the House Armed Services Subcommittee on Military Personnel, issued the following statement today calling on President Barack Obama to support expanded health care and retirement benefits for National Guard and Reserve servicemembers. During his address to a Joint-Session of Congress last night, President Obama said, ""to keep our sacred trust with those who serve, we will raise their pay, and give our veterans the expanded health care and benefits that they have earned.""",0,fwb not the focus
534,Funds that fall less than a benchmark in down markets often rise less spectacularly when stock prices go up but the protection they offer in downturns can put investors ahead over time Losing less makes for a great fund in the long run says Gretchen Rupp a fund analyst at investment researcher Morningstar Inc Here are four large funds that have lost less than their average large stock peers so far this year and that have strong long term records American Century Equity Income Fund This billion fund is flat this year through Thursday while the average peer in Morningstar s large value category shed The fund also eked out a return last year even as the average large value fund fell It ranks in the top of the group for the past years Phillip Davidson the fund s portfolio manager says the strong relative performance is a result of the research team s focus on market leaders with strong balance sheets higher returns on capital and attractive yields But much of the fund s success in these turbulent markets is due to what it hasn t owned Mr Davidson says It has avoided the big global growth type of stocks that recently suffered amid concerns about economic weakness in emerging markets and it invested only selectively in master limited partnerships in the energy sector he says Vanguard Dividend Growth Fund Down vs large blend category down This billion fund also focuses on high quality companies with the prospect to grow their dividends Fund manager Donald Kilbride has shown a knack for putting together a compact portfolio generally of to stocks says Alec Lucas a Morningstar analyst who holds the fund in his own portfolio The fund s expense ratio of is just percentage point more than that of the superlow cost Vanguard Dividend Appreciation exchange traded fund a pretty modest hurdle for Mr Kilbride to overcome as a stock picker Mr Lucas says Indeed the mutual fund has beaten the ETF over one three and five years Jensen Quality Growth Fund Down vs large growth category down This billion fund focuses on companies with market capitalizations of more than billion and at least a return on equity each year for a minimum of consecutive years At Dec the fund held just stocks according to Morningstar The strategy produces a portfolio of companies with sustainable competitive advantages deep free cash flow and a long term orientation says co portfolio manager Eric Schoenstein Mairs Power Growth Fund Down vs down for large blend group The recent outperformance of this billion fund is largely due to its focus on valuation and companies with durable competitive advantages says lead manager Mark Henneman In times like these the market recognizes that the companies we invest in are built for the long term and can excel in any market environment he says The fund company focuses on companies based in the Midwest That has led to a heavy weighting in the industrial sector which has outperformed the broader market this year says Laura Lallos a senior analyst at Morningstar END Dow Jones Newswires February ET GMT,"
   (FROM THE WALL STREET JOURNAL 2/20/16) 
   By Daisy Maxey 

This year's jarring stock-market decline has weighed on actively managed mutual funds that invest in large U.S. companies. But some funds have cushioned investors' portfolios by falling far less than their peers.",0,
535,When you re ready to apply for Social Security retirement benefits go to socialsecurity gov applyonline This is the fastest and easiest way to apply For your convenience you can always save your progress during your application and complete it later We thank you for your military service QUESTION I m planning to retire next year I served in the Navy back in the s and need to make sure I get credit for my military service What do I need to do ANSWER You don t need to do anything to apply for the special credit for your military service it is added automatically For service between and we will add the extra credits to your record at the time you apply for Social Security benefits For service between and those extra military service credits have already been added to your record So you can rest assured that we have you covered Read our online publication Military Service and Social Security at pubs html socialsecurity gov Then when the time comes to apply for retirement you can do it conveniently and easily at socialsecurity gov retireonline QUESTION Can I delay my retirement benefits and receive benefits as a spouse only How does that work ANSWER It depends on your date of birth If you were born on or before Jan and your spouse is receiving Social Security benefits you can apply for retirement benefits on your spouse s record as long as you are at your full retirement age You then will earn delayed retirement credits up to age as long as you do not collect benefits on your own work record Later when you do begin receiving benefits on your own record those payments could very well be higher than they would have been otherwise If your spouse is also full retirement age and does not receive benefits your spouse will have to apply for benefits and request the payments be suspended Then you can receive benefits on your spouse s Social Security record If you were born on or after Jan and wish to receive benefits you must file for all benefits for which you are eligible Social Security will determine the benefits you are eligible for and pay you accordingly There is no longer an option to select which benefit you would like to receive even beyond your full retirement age Widows are an exception as they can choose to take their deceased spouse s benefit without filing for their own For more information visit socialsecurity gov QUESTION Is it true that a person can own a home and still be eligible for Supplemental Security Income SSI benefits ANSWER Yes A person who owns a home and lives in that home can be eligible for SSI benefits Although there is an asset limit for people to qualify for SSI some things don t count toward that limit such as a house a vehicle and some funds set aside for burial expenses To learn more about SSI and the eligibility requirements browse our booklet Supplemental Security Income SSI at socialsecurity gov pubs html,"QUESTION: I served in the military, and I'll receive a military pension when I retire. Will that affect my Social Security benefits?

ANSWER: You can get both Social Security retirement benefits and military retirement at the same time. Generally, we don't reduce your Social Security benefits because of your military benefits.",0,
536,The news correspondents obtained a quote from the research from the University of Tasmania From a healthcare perspective this pertains to the coordination of services or levels of care and allows for adaptation to changing circumstances This study reviews existing literature on VI in a healthcare setting to assess feasibility and effectiveness of this proposed solution A theoretical literature review was performed utilising conceptual categorisation to understand how VI may benefit community care organisations using the needs of a local organisation as an example Seventeen articles were included from a range of databases and grey literature with findings categorised according to two research questions The findings suggest that for VI to be effective and efficient it is important to consider the following themes market failure barriers to entry productive capabilities and specific healthcare issues According to the news reporters the research concluded From a management and economic perspective when markets are not functioning efficiently and are in disequilibrium VI may provide an appropriate avenue to address these problems in particular for community care organisations This research has been peer reviewed For more information on this research see Vertical Integration In the Australian Community Care Setting Can It Work a Theoretical Review of Current Literature The International Journal of Health Planning and Management The International Journal of Health Planning and Management can be contacted at Wiley River St Hoboken NJ USA Our news journalists report that additional information may be obtained by contacting Sarah J Prior University of Tasmania Coll Hlth Med Tasmanian Sch Med Burnie Tas Australia Additional authors for this research include Sarah Young Kevin Swarts Douglass Doherty and Steven J Campbell Keywords for this news article include Burnie Australia Australia and New Zealand Health Planning and Management Health and Medicine University of Tasmania Our reports deliver fact based news of research and discoveries from around the world Copyright NewsRx LLC,"2022 FEB 4 (VerticalNews) -- By a News Reporter-Staff News Editor at Insurance Weekly News -- Current study results on Health and Medicine - Health Planning and Management have been published. According to news reporting from Burnie, Australia, by VerticalNews journalists, research stated, ""Vertical integration (VI) is considered a strategic management plan whereby an organisation has ownership of its supply chain. It is utilised as a method for managing the economic needs and approaches of an organisation and ensuring that a product is readily available for use.""

Financial support for this research came from Family Based Care.",0,
537,Jessup Manufacturing was among the first manufacturers to offer a variety of products dedicated to preventing slip and fall accidents among the senior population All products are certified High Traction by the National Flooring Safety Institute and many contain photoluminescent properties to glow in the dark Jessup is proud to offer a complete portfolio of slip and fall prevention products Top trending materials and products that Jessup Manufacturing is focusing on for senior citizen slip and fall prevention include Fine grade vinyl antimicrobial non slip bath mat that meet ADA and OSHA requirements Photoluminscent path markings that are constantly visible Heavy duty anti slip grit tape for wheelchairs and ramps Clear anti slip grip tape for discrete applications in bathrooms kitchens and other living spaces Grip tape for stairs in a variety of grit options and colors For more information about Jessup Manufacturing Non Slip Tapes and Treads and other safety products visit www jessupmfg com Media Contact Company Name Jessup Manufacturing Contact Person NIl Email support jessupmfg com Phone Country United States Website www jessupmfg com Source www abnewswire com M Communications disclaims all liability for information provided within M PressWIRE Data supplied by named party parties Further information on M PressWIRE can be obtained at http www m com on the world wide web Inquiries to info m com,"Jessup Manufacturing, a global manufacturer specializing in adhesive coated and laminated materials and photoluminescent films and sheets, is highlighting senior citizen slip and fall prevention within the home as more adults age 65 and older are choosing to live on their own instead of at an assisted living facility.

With the cost of aging in place often being less than the alternatives, it has become an increasingly popular option. However, data show that falls in adults over 65 continue to be the leading cause of head injury and broken hips and a single fall with double your risk of falling again. Jessup Manufacturing is focused on working with the 65 and up community to create a safer home environment with proper fall prevention awareness and tools.",0,
538,Garrison representatives weren t immediately available for comment Property owners typically receive foreclosure notices when they fall behind on mortgage and loan payments In the case of Chapel Hills a Wednesday foreclosure notice shows a limited liability company controlled by Garrison owes million on a million loan taken out in The holder of the loan is listed as Capital One National Association a bank owned by the credit card giant A second notice shows Garrison owes million on a million loan also held by Capital One While Garrison owns the Chapel Hills Mall it doesn t own the retail spaces that house anchor stores Sears Macy s and Dillard s Those properties were not part of the foreclosure filings The million square foot Chapel Hills was built in Its other anchors include Burlington Coat Factory and Dick s Sporting Goods To read more of this story go to gazette com,"The owner of the Chapel Hills Mall in Colorado Springs has been hit with a pair of foreclosure notices totaling $37 million, according to filings with the El Paso County Public Trustee's Office.

Chapel Hills, northeast of Academy and Briargate boulevards on the city's north side, is one of the city's two enclosed shopping malls. It's owned by New York-based Garrison Investment Group.",0,
539,Almost per cent said their wealth had shrunk in the past year while per cent said it was about the same RICHER ABOUT THE SAME POORER,"RISING share prices and superannuation balances have failed to improve the wealth of yourmoney.com.au readers.

Only 19 per cent of respondents to last week's survey said they were wealthier now than they were this time last year.",0,
540,Funnelling money into a family member s pension is one of the most efficient ways of reducing an estate for IHT purposes and comes with the added boost of income tax relief Pension contributions via a gift from family members attract tax relief at the marginal rate of income tax If the recipient is not a taxpayer contributions still benefit from the basic pc relief A gift of would reduce IHT liability by If the person receiving the money was a higher rate taxpayer they would receive in tax relief to automatically go into the pension and that could be claimed back through a tax return This would result in a pension contribution of and in cash The total tax savings on the gift would be or pc Of course income tax might be paid whenever the pension is finally withdrawn Anyone who pays into a pension receives tax relief meaning that their contributions are effectively topped up by the taxpayer Relief is granted at the saver s marginal or highest rate meaning people who earn more receive more Combined savings on gift made contribution family pension Andrew Tully of Canada Life a pension provider said Making lifetime gifts to family members by way of pension contribu tions is a little known area of flexibility within pensions but from a tax perspective is hugely efficient However there are a few restrictions for those considering making a gift in this way Gifts are generally treated as potentially exempt transfers which means that you can hand over an unlimited value without having to pay inheritance tax but you must live for another seven years after making the transfer Failing that at least part of the gift is added to the value of your estate and will be caught by IHT tax a as a to a member s the person receiving the sum of money must also have enough earnings that year to cover the size of the contributions So if the gift results in a contribution to their pension they must have an income of at least in the same tax year Savers have an annual allowance which means that most people can only pay up to into their pensions each year with tax relief Jessica Beard,"WEALTH TRANSFER

Savers passing down wealth could make a 90pc tax saving and cut inheritance tax bills at the same time using littleknown rules in the pensions system.",1,
