article_title,text,relevant
What cinemas will look like after lockdown -with special areas for social bubbles,"Money What cinemas will look like after lockdown -with special areas for social bubbles One of the UK's biggest cinema chains said it plans to reopen in July as Britain's entertainment sector gets back on track following months of lockdown  Cineworld is preparing to reopen all branches in England on July 10 with a new digital bookings system that will involve visitors checking in before attending viewings in person.  The chain, which was forced to close all 128 outlets on March 18, said it will be back in business next month, with the Government's new safety gudielines in place.  New measures will include 'updated seating maps' to space viewers out while all customers will have to book and confirm via a virtual bookings system.  In a statement, the world's second largest cinema group explained: ""We are excited to announce that we are planning to reopen Cineworld Cinemas across England on 10th July 2020.  ""The opening date is subject to final clarifications and confirmation in regards to UK government restrictions, with dates to follow for our cinemas in Scotland, Wales and Ireland.""  It comes as the lockdown was eased on Monday, allowing non-essential shops to open in England.  Under latest guidelines, drive-in cinemas can now reopen -though the Government has warned that indoor cinemas should not open until July 4 at the earliest.  Cineworld, which has 787 outlets globally, said there will be social distancing when stores reopen, with hand washing stations located throughout branches.  Tickets will be booked in advance on the company website or app -and confirmation emails will be sent in advance of bookings.  New seating maps will also be in place to ""allow friends and family to sit together while ensuring a safe distance between customers from different households"".  But the measures will vary based on the capacity and layout of each screen.  Film start and end times will be staggered to reduce customer interaction, while plastic screens will be placed at the till and PPE will be provided to employees, the company added.  Chief executive Mooky Greidinger said: ""We are thrilled to be back and encouraged by recent surveys that show that many people have missed going to the movie theatre.  ""With a strong slate confirmed for the coming weeks, including among others Tenet, Mulan, A Quiet Place Part II, Wonder Women 1984, Black Widow, Bond, Soul, Top Gun Maverick and many more, the entire Cineworld team remains committed to being ""the best place to watch a movie"".""  The company was unable to comment on how the lockdown will affect those on its Â£238 a year unlimited membership plan.  Major chains, including Odeon, Cineworld and Picturehouse, as well as BFI Southbank, the screening complex operated by the British Film Institute, announced they were closing their doors with immediate effect in March as the lockdown came into effect,  Vue, another of the UK's biggest cinema chains, has said it will reopen on July 4 if given the green light from ministers.",0
Anthropologie sale items are at a huge discount for Memorial Dayâ€”but not for long,"Tech Anthropologie sale items are at a huge discount for Memorial Day-but not for long - Recommendations are independently chosen by Reviewed's editors. Purchases you make through our links may earn us a commission.  Ah, sweet, sweet Anthropologie. Known for its fashion-forward clothing, furniture and accessories, the boho-chic retailer is no stranger to impressive sales, frequently offering markdowns on even already-discounted goodies. Memorial Day weekend brings some of its most impressive savings yet, however, with an extra 50% off nearly everything in the site's sale section.  Need help finding products? Sign up for our weekly newsletter. It's free and you can unsubscribe at any time.  You can grab this Gable Tiered Tunic, for instance, once $118 and marked down to $79.95, for $39.98 with the extra 50% off discount, giving you a little more than $78 in savings. Its super-summery pastel shades provide a fun pop of color, and 4.7-star reviews note that it fits beautifully.  Dressier, work-ready pieces are also included in this promotion, like this Hildi Pleated Midi Skirt in black and white. Originally $118, Anthro has already slashed the price of this piece down to $69.95, and, when you add it to your cart, you can snag it for only $34.98. That's a savings of $83.02! The geometric pattern of this skirt is super unique and it features a flattering pleated detail. Meanwhile, its midi length is right on-trend. This skirt has garnered 4.8-star reviews from plenty of customers who commented on its slimming fit, with others noting that it's also comfortable enough to lounge around in at home.  Also on sale is this modern Tabitha Foldover Clutch, which is available in an ashy gray leather. Normally retailing for $68, it's on sale for $49.95, and thanks to this holiday sale, you can nab it for $24.97 in your cart. The ring handle is effortlessly cool, while the crossbody strap allows you to rock it as a clutch or an everyday purse. Crafted from high-quality leather, it contains one outer snap pocket, three interior slip compartments and zip and magnetic closures. One happy shopper was thrilled with this purchase, writing that it's a versatile piece that's easy to dress up or down.  This sale-on-sale promotion even extends to furniture, where you can snag rugs, candles, dressers and more for an additional 25% off when you add them to your cart, so if you're looking to remodel your pad, now's the time.  Shop Anthropologie's Memorial Day sale  The product experts at Reviewed have all your shopping needs covered. Follow Reviewed on Facebook, Twitter, and Instagram for the latest deals, reviews, and more.  Prices were accurate at the time this article was published but may change over time.  This article originally appeared on Reviewed.com: Anthropologie sale items are at a huge discount for Memorial Day-but not for long",0
Sharia bank Al Rayan launches a 1.6% easy access account less than a week after Marcus disappointed savers,"Saving & banking Sharia bank Al Rayan launches a 1.6% easy access account less than a week after Marcus disappointed savers * Last week Marcus cut its rate to 1.45% ending its year-long reign at the top  * Following that easy access rates fell across the board  * However Al Rayan Bank has now launched a new top easy access rate  There's a new, and unusual, name at the top of the easy access savings tables.  Just one week on from Marcus Bank cutting its market-leading 1.5 per cent rate to 1.45 per cent and other providers following suit, leading to a gloomy outlook facing easy access savers, one bank has launched a rate higher than Marcus's in its prime.  Sharia bank Al Rayan has entered the easy access savings market for the first time, launching an account that pays 1.6 per cent, considerably higher than the next best offers from Cynergy Bank and Marcus.  The account can be opened online, by phone, or in the bank's branches in Birmingham, Bradford, Glasgow, Leicester, London, Luton or Manchester.  It is worth noting that Al Rayan is a Sharia-compliant bank, which means it cannot pay a guaranteed interest rate.  Instead it pays an expected profit rate, which can change the same way a variable interest rate on an easy access account can.  While this is the bank's first foray into the easy access market, it has offered an easy access cash Isa paying 1.35 per cent since April last year.  That rate nestles among the higher-paying easy access Isas in This is Money's tables, but is hardly a best buy and did not suggest the bank would be launching a rate which blew other providers out of the water.  However, in the fixed-rate market Al Rayan and fellow Sharia bank Gatehouse have consistently offered among the best rates. Right now Al Rayan offers the best rate in our tables on one, two and three year fixed-rate deposits, paying 2.07 per cent, 2.32 per cent and 2.42 per cent, respectively.  Given how Marcus helped drag up the rates offered by easy access accounts when it launched a year ago offering 1.5 per cent, there is a possibility Al Rayan has a similar effect if this account sticks around.  Anna Bowes, co-founder of website Savings Champion, said: 'It's an interesting move from a lesser known provider which has offered competitive rates on its fixed term bonds for quite some time now.  'But this is a competitive move into a new part of the market for Al Rayan. It's an excellent rate, especially under the current conditions and will be interesting to see if it causes other providers to up their game.'  Al Rayan allows account holders to deposit up to Â£1million into its easy access account, but only deposits up to Â£85,000 will be covered by the Financial Services Compensation Scheme.",0
Schiff Hardin Expands Estate Planning Practice With Ex-UBS Wealth Strategist,"In Brief Schiff Hardin Expands Estate Planning Practice With Ex-UBS Wealth Strategist Schiff Hardin is growing its estate planning practice, adding three attorneys in New York and Chicago, including Stephen Liss, a former UBS strategist who advised high-net-worth families.  Liss joined Schiff Hardin's New York office as a partner in its private clients, trust and estates practice group. The firm also announced Wednesday that Lisa Lukaszewski joined the firm's practice as counsel from Neal, Gerber & Eisenberg while Anna Luna joined as an associate from Ernst & Young. Both will be based in Chicago.  The trio's move comes as Schiff Hardin's revenue has dipped in recent years, according to ALM data. The firm said earlier this year that it was leaning into its trusts and estates practice, as well as other practices that other firms are overlooking.  Liss previously worked as a senior wealth strategist at UBS Financial Services and Barclays. Before that, he was a partner at Withers Bergman.  Schiff Hardin said that during his time in financial services, Liss helped domestic and international high-net-worth clients on income and estate tax planning matters, planned charitable giving and sophisticated life insurance structures.  Liss said that experience will help him as he transitions back into private practice and that he plans to use relationships he's cultivated through his years in financial services to grow his practice.  ""It will be nice to be able to see a project from inception to completion,"" he said in an interview, explaining that while at UBS and Barclays, he was a subjectmatter expert who taught clients about what options were available to them, but did not work with them from start to finish. Now, he hopes to bring his two expertise areas of law and financial planning together at Schiff Hardin.  ""I'm excited to use my experience to integrate legal and financial planning and explore how a financial planner can help a client,"" he said.  His decision to join Schiff Hardin was also influenced by relationships he already had with attorneys there.  ""I had worked with their lawyers before, and I had a really good sense of who did quality work based on what they actually produced, compared to who [in the legal industry] just talked about doing good work,"" he said, noting that a number of Schiff Hardin partners were certified by the American College of Trust and Estate Counsel.  ""This has been an important department for [the firm] for a long time,"" he said about Schiff Hardin's private clients, trust and estates practice group. ""They have a really supportive culture. They're just good, decent people, and I knew that coming in.""  In a statement, Thomas Abendroth, leader of the firm's private clients, trusts and estates practice, complimented Liss' combined experience in private practice and working directly with clients and advisers while at UBS. He said Liss has a ""strong background with counseling private clients and handling complex tax work from his years in private practice.""",0
Canada pension fund investment into US detention firm larger than reported,"World news Canada pension fund investment into US detention firm larger than reported CPPIB holds $6.1m in investments in Geo Group, a firm that runs US detention facilities under Trump's immigration crackdown  A controversial investment by one of Canada's biggest pension funds in a company which operates private prisons in the United States is larger than initially thought, recent securities filings have revealed.  The Guardian and Documented  reported last month that the Canada Pension Plan Investment Board (CPPIB) - which manages $366.6bn in pension funds on behalf of some 20 million Canadian retirees - holds stock in Geo Group.  But the most recent regulatory filings show the CPPIB has added to its holdings in Geo Group by 90,000 shares since June - an increase of nearly 50% - bringing the total investment value to $6.1m. It is not known if the fund still holds the shares; the investment board did not respond to multiple requests for comment.  Facilities operated by Geo Group have been used in recent months to detain families in the United States, following Donald Trump's ""zero tolerance"" crackdown on immigration by the American government.  Meanwhile, the CPPIB decreased its holdings of CoreCivic, another private prison company, by 5,900 shares, valuing the investment at $1.65m at the time of filing.  The CPPIB is one of the largest funds in the world, and although the investments in American private prisons companies represent a narrow slice of the overall fund, they have prompted an angry reaction from campaign groups and politicians.  ""I'm very surprised to hear that number is significantly higher than we had previously thought,"" said Emma Pullman of SumOfUs, an advocacy group that started one of two online , an advocacy group that started one of two petitions     calling on the fund to divest its holdings. Between them, the two petitions have received more than 45,000 signatures.  Selling the investment would mark a significant move for the CPPIB, which prides itself in resisting external lobbying attempts.  But public outcry appears to have rattled the board. On 14 November, the board convened a meeting with activists from two separate groups, both petitioning the investment board to divest its holdings.  ""I think the reason they're looking into these options is because the writing is on the wall,"" said Logan McIntosh, a campaigner with the Leadnow advocacy group, who attended the meeting. ""It's an unnecessary and shameful investment and it's undermining the confidence of Canadians that they can manage our retirement savings responsibly.""  Every two years, the CPPIB hosts legally mandated presentations across the country to outline its investment strategy and allow the public to ask questions.  ""I don't think Canadians are interested in profiting from the abuse of humans and the caging of children,"" said Darcie Lanthier, a former financial advisor who attended one such event in Charlottetown. ""I know, with what little savings I have, I go out of my way to ensure my investments are doing no harm.""",0
Will Congress Update the Higher Education Act?(STATESTATS),"Will Congress Update the Higher Education Act?(STATESTATS) As debate continues over the PROSPER Act-the U.S. House GOP's proposal to revamp the country's higher education system--a bipartisan group of U.S. senators is working on its own plan. The Higher Education Act hasn't been updated in more than a decade, and many believe it's time for an overhaul. Changes are likely to affect the way students apply for financial aid and the way the federal aid system is structured. Although partisan politics exist in any policy debate, including this one, there appear to be several areas of shared concerns, including:  * The costs are too high for too many Americans.  * The federal student financial aid application is too long and complicated.  * Federal aid and repayments are confusing and don't cover job training programs and apprenticeships.  * Applicants for federal aid find out too late what they will be receiving to plan well.  --Magazine staff   Average Cost to Attend a Year of College or University, 2015                                     Public   Private nonprofit  On campus                          $23,300  $47,400 Off campus living with family      $14,100  $37,500 Off campus not living with family  $23,800  $46,900  Note: Table made from bar graph.  How Colleges Spent Their Money, Per Student, 2014-15          Instruction  Student services  Research and                       and support       public service  Public   $10,221       $7,490           $6,131 Private  $17,567      $16,309           $6,268  NOTE: Expenses per full-time student are reported in constant 2015-16 dollars, based on the consumer price index adjusted to a school-year basis. Expense categories at private institutions include allocated amounts of operation and maintenance of plant. interest and depreciation, while expense categories at public institutions do not.  Note: Table made from bar graph.   The Higher Education Act  President Lyndon Johnson signed the first version of the Higher Education Act in 1965 to ""strengthen the educational resources of our colleges and universities and to provide financial assistance for students in postsecondary education."" The law sets the conditions for dispersing federal student financial aid. Last year, the U.S. Department of Education awarded more than $120 billion in grants, work-study funds and loans to more than 13 million students. The act has been reauthorized eight times since 1965, the last time being in 2008. The current Higher Education Act was set to expire at the end of 2013 but has been extended while Congress works on the next reauthorization.   Revenue Sources  Public  21%  Tuition and fees  0%  Investments 44%  Government  8%  Auxiliary enterprises 27%  All other revenue  Private nonprofit  35%  Tuition and fees 11%  Investments 13%  Government  8%  Auxiliary enterprises 33%  All other revenue  Note: Table made from pie chart.  Portion of Students Who Receive Financial Aid                     Federal grants  State/local grants  Public             37%             38% Private nonprofit  33%             26%                     Institutional grants  Student loans  Public             47%                   50% Private nonprofit  82%                   61%  Sources: The College Board: U.S. Department of Education National Center for Education Statistics: Education Commission of the States  Note: Table made from pie chart.",0
"London stock market falls to 16-month low as trade war fears send the FTSE 100 index diving below 7,000","Money London stock market falls to 16-month low as trade war fears send the FTSE 100 index diving below 7,000 * The FTSE 100 index dropped 86.4 points or 1.2 per cent to close at 6,952.59  * Blue-chip index is back below the 7,000 mark for the first time since November 2016  * Traders spooked by threat of world trade war as President Tumpfirest first shot at China  * US markets open in the red; European markets 1.6-1.8 per cent down  The London stock market fell to a 16-month low today as world trade war fears prompted investors to hit the sell button.  Trading screens were a sea of red across Europe, as the FTSE 100 index dropped 86.4 points or 1.2 per cent to close at 6,952.59 - back below the 7,000 mark for the first time since November 2016.  A senior US official said today that the European Union and six other countries will be exempt from steel and aluminium tariffs announced by President Trump, at least temporarily.  But Robert Lighthizer's claim that President Trump had decided to 'pause' the import duties while further discussions took place could not assuage traders' concerns as Mr Trump prepared restrictions on Chinese investment and tariffs on nearly $50billion worth of Chinese imports.  According to the Press Association the move is to 'punish Beijing for stealing American technology and pressuring US companies to hand it over'.  China is already warning it will take 'all necessary measures' to defend itself, raising the prospect of a trade war between the world's two biggest economies.  Aside from the EU, Mr Lighthizer said Argentina, Australia, Brazil, Canada, Mexico and South Korea would be exempted from tariffs of 25 per cent on steel and 10 per cent on aluminium are due to come into effect on Friday.  The London market was already down when the US stock market opened sharply lower, which fed back to more selling in London.  American technology stocks slumped in the wake of Facebook's data privacy scandal, with the tech-heavy Nasdaq falling 87.81 points, or 1.2 per cent, to 7,257.47.  Facebook's share price continued to fall following weekend's news that Cambridge Analytica may have used data improperly obtained from roughly 50million Facebook users to try to sway US elections.  Today, Facebook boss Mark Zuckerberg broke the silence by apologising for the mistakes his company made in how it handled the data and promised tougher steps to restrict developers' access to such information.  'This was a major breach of trust. I'm really sorry this happened. We have a basic responsibility to protect people's data,' Zuckerberg told CNN.  The Dow Jones was also down 1.2 per cent and the S&P was 0.7 per cent lower.  On the continent, the German and French leading blue-chip indices were down 1.8 and 1.6 per cent respectively.",0
"22 women honored for contributions; Peggy Ruhlin, Rianka Dorsainvil among InvestmentNews' Women to Watch","22 women honored for contributions; Peggy Ruhlin, Rianka Dorsainvil among InvestmentNews' Women to Watch Twenty-two women were recognized for their contributions to the financial advice industry last Tuesday at InvestmentNews' third annual Women to Watch luncheon.  Peggy Ruhlin, the chief executive of Budros Ruhlin & Roe, accepted the Alexandra Armstrong Award for Lifetime Achievement and encouraged all the women in the room to ""dream big, then make it happen.""  Ms. Ruhlin is perhaps best known for engineering the merger of the Institute of Certified Financial Planners and the International Association for Financial Planning to create what is known today as the Financial Planning Association.  She's also known as an advocate for women in finance. At Budros Ruhlin & Roe, Ms. Ruhlin has pushed the firm to hire and develop female professionals, and serve female clients.  ""Her forward-looking approach and get-it-done attitude, along with the numerous major accomplishments she has spearheaded, are among the many reasons Peggy is our Lifetime Achievement award honoree this year,"" said Suzanne Siracuse, publisher of InvestmentNews.  In accepting the award, Ms. Ruhlin thanked her colleagues and raised a toast to her family, saying she lives by the motto, ""Nothing is more important than family.""  As part of the award, InvestmentNews donated $5,000 to the Foundation for Financial Planning, a charity selected by Ms. Ruhlin.  This year's Women to Watch included a new ""Rising Star"" award to honor an emerging leader and role model for next-generation advisers: Rianka Dorsainvil, the founder of Your Greatest Contribution, a fee-only financial planning firm.  CHANGING THE IMPOSSIBLE  ""Being the first at anything is pretty scary. It means you are setting the stage and foundation for those to come after you,"" Ms. Dorsainvil said. ""To the ladies in the audience who will also be the first at something, being the first means you look at the 10-letter word 'impossible' and change it to 'I'm possible.'""  Before the luncheon, the 2017 honorees joined honorees from 2015 and 2016 for a discussion on how to improve financial literacy for women of all ages. The goal was to identify some small changes that could make a difference in the world if embraced by many, such as introducing high school students to financial planning as a career opportunity.  Caitlyn Gimler, a student at Grand Valley State University in Michigan, told the group that a personal finance class at her high school, which was created thanks to a donation from Pershing CEO Mark Tibergien, helped inspire her to pursue a career in financial planning instead of law.  Ms. Gimler said that none of the girls at her high school had named finance or even business when asked what they wanted to do in life, and she thinks programs like Women to Watch could change that.  ""Having women in this career is really important,"" she said. ""It's up to us to do something about that. We have the resources to do it.""  Twitter: @ryanwneal",0
Draw up your will in a text message,"Sport Draw up your will in a text message Law Commission says 'outdated' system of inheritance must catch up with digital age  PEOPLE will be able to use voicemail and text messages to make their wills under a radical overhaul of inheritance laws proposed by the Government's legal advisers.  The Law Commission has branded the legacy system ""outdated"" and said it must keep up with the digital age.  Under laws which date back to 1839, wills need to be written and signed by the testator as well as two witnesses in order to be valid. The commission suggests those rules are unclear.  It has called for the law to be relaxed to allow notes, emails and voicemail messages to be used in place of a written will. Under its proposals, new powers would allow county and high court judges to decide ""on the balance of probabilities"" whether a recording or note is an accurate summary of a person's wishes. Deathbed changes of heart could be recorded and used to overrule an existing valid will.  The Commission has admitted that the proposals could add to family arguments. It said: ""A person who is seriously ill in hospital may have more immediate access to a tablet or smartphone than to a pen and paper, and may be more able to speak than to write. On the other hand, the potential recognition of electronic documents could provide a treasure trove for dissatisfied relatives.  ""They may be tempted to sift through a huge number of texts, emails and other records in order to find one that could be put forward as a will on the basis of a dispensing power.""  The powers already exist in Australia, Canada, South Africa and several American states.  Experts urged caution amid concerns older people could be pressured into last-minute changes. Caroline Abraham, Age UK charity director, said: ""Whilst we welcome this public consultation, any proposed changes must not create further barriers for people who wish to plan ahead, and ensure that older people are able to make their own decisions wherever possible, free from pressure and coercion.""  Elizabeth Neale, partner in the private wealth team at the law firm Bircham Dyson Bell, said that weakening the rules could have ""worrying"" implications for vulnerable people and there could be ""pressure on people to write something down or make a voicemail"".  Prof Nick Hopkins, a member of the Law Commission, said: ""Any new law would protect vulnerable testators against possible undue influence, and certainly if there was any suggestion that that had been exercised, the court isn't going to use the dispensing power. But this is a consultation, so if anyone has those concerns, they should let us know.""  The proposals also suggest changing the law about mental capacity to make it easier to assess whether someone with dementia is able to make a will and lowering the age someone can make a will from 18 to 16.  The consultation, which launches today, will run until Nov 10.",0
Pension fund moves into riskier investments; Venture Capital,"Financial Post Investing Pension fund moves into riskier investments; Venture Capital Frustrated by poor returns, OPTrust chief executive Hugh O'Reilly is moving into riskier investments as contributors to the retirement fund age.  ""We can't just match cash flows, we have to take risks,"" O'Reilly, whose company oversees $19.2 billion of investments for Ontario government workers, said in an interview. ""We don't want to increase contributions or reduce future benefit accruals where the active members will bear the whole risk.""  OPTrust is starting a $300-million venture-capital portfolio and is considering derivatives linked to insurance risk, O'Reilly said. The firm has allocated 1.5 per cent to these riskier assets and three per cent in hedge funds, though the latter is under review, O'Reilly said without elaborating. The fund more than doubled assets in hedge funds in 2016 compared with the previous year, according to the 2016 annual report.  ""We want to allocate relatively small amounts of capital into new and different investment areas,"" O'Reilly said. OPTrust will then ""see if they're viable, see if they make sense, see if we can incubate them and bring them back and put them where they best belong on the investment team.""  OPTrust, which manages pension assets for almost 90,000 former and current members of the Ontario Public Service Employees Union, generated a return on investment of six per cent for last year. That was down from eight per cent in 2015 and was less than half the 2016 return of Canada Pension Plan Investment Board, the country's largest pension plan.  ""Investment returns are unpredictable and can result in a wide range on any one-year basis,"" O'Reilly said. ""We know that our portfolio can deliver on our pension sustainability objectives over the long run.""  O'Reilly declined to say what OPTrust targets in returns, saying it is focused more on the amount of risk exposure it can tolerate.  The new venture-capital fund, known as the Incubation Portfolio, will target latestage startups that are mostly already profitable, O'Reilly said. Another large Canadian pension fund and a venturecapital firm, which he declined to name because the details are still being worked out, will help fund and guide some of the investments, he said. ""Venture capital is where the future is in terms of Canada, understanding risk and disruption,"" O'Reilly said. ""We're going to get active in this area.""  The strategy tweak comes as the number of workers that support the Torontobased fund is falling. Between 2007 and 2016, its retirees rose 60 per cent to more than 36,000, while its active members fell 8.7 per cent to almost 44,000, according to the pension fund.  The pension will keep outside management for most of its equity trading, some of it by RBC's PH&N Investment Services and Beutel, Goodman & Co., because of attractive pricing and the ability to learn from industry experts, O'Reilly said.",0
Bank of England tightens mortgage borrowing rules amid fears of debt boom,"Bank of England tightens mortgage borrowing rules amid fears of debt boom HOME buyers are set for stricter borrowing tests when they apply for the mortgage, amid alarm from Bank of England over easy loans amid record low interest rates.  GETTY  The Bank of England has expressed concern over household debts  Lenders will have to make sure that customers can manage repayments at a rate of around seven per cent - far higher than the rate they are likely to be applying for.  It means borrowers will only be able to qualify for a loan if they could afford bills at the higher rate, which is around three percentage points above the typical Standard Variable Rate ,  It comes as the Bank of England today warned in its bi-annual Financial Stability Report that credit card debt, personal loans and motor finance grew much faster than household income over the past 12 months. Related articles Tenant fees ARE a rip-off, says letting agent that welcomes ban POUND LIVE: Pound rises as Mark Carney updates on risks to economy  It has prompted concern that families have been encouraged to borrow by record low mortgage and credit card rates, but could struggle when interest rates start to rise.  The Bank of England said: ""As is often the case in a standard environment, there are pockets of risk that warrant vigilance.  ""Consumer credit has increased rapidly.  ""Lending conditions in the mortgage market are becoming easier.  ""Lenders may be placing undue weight on the recent performance of loans in benign conditions.""  Policymakers hope that clarifying lending rules will help prevent a banking crisis, like that seen in 2007, in the event of another economic downturn.The Bank said that lending rules ""will promote consistency across lenders in their application of tests to assess whether new mortgage borrowers can afford repayments"". Related articles Five ways to boost YOUR pension and maximise retirement income BRITAIN'S SHAME: Ex-soldiers facing 'dangerous' levels of debt, war...  Bank of England Governor Mark Carney said lenders are now more vulnerable to risks from the rapid rise in consumer credit.  Stress tests on lenders relating to losses over consumer credit will also be brought forward.  Next month the the Prudential Regulation Authority and Financial Conduct Authority are to publish a report on the consumer credit market, which could impose tighter lending rules on firms, which will be supported by the Bank's Financial Policy Committee .  Joanna Elson OBE, chief executive of the Money Advice Trust, said: ""The Bank of England is right to take action to curb the huge growth in household borrowing we are seeing.  ""While most households can cope with this extra borrowing now, many risk finding themselves exposed to financial difficulty should their circumstances change.  ""In these uncertain economic times, the Bank's intervention to limit this risk is welcome.  ""We have already seen an eight percent rise in the number of people helped by National Debtline so far this year, and we expect demand for debt advice to continue to increase.""",0
"Online firm pairs home buyers, sellers with realtors","News Online firm pairs home buyers, sellers with realtors Lots of folks turn to online dating, using quizzes, photos and profiles to find a life partner.  So why not use that strategy for another big commitment - finding a realtor to buy or sell your home ? That ' s the rationale behind fivewalls (fivewalls. com) a new online business co-founded by a London entrepreneur that matches home buyers and sellers with a select group of experienced realtors.  The service is free to home buyers and sellers. They complete a quiz on the qualifications they want in their realtor, what kind of home they want to buy or sell, the location and price range.  Fivewalls comes back with a short list of realtor profiles, including a personal video produced by London-based Lemontree Photography. The profile lists the realtors ' recently sold homes, the number of transactions in the past year and total years of experience.  "" They can get to know an agent without taking a lot of time to meet them. They can review them at their leisure ,"" said Paul Hayman, who launched the business with a partner a year ago.  Since it was launched, fivewalls has signed up 400 realtors in London, Kitchener-Waterloo and Guelph and about 24,000 people have visited the website to search for an agent.  Fivewalls gets its revenue from member realtors by getting a slice of the commission when a home is sold.  Hayman said fivewalls is poised to jump into the Toronto-area market this spring.  Though he grew up in Belleville, Hayman has deep roots in London. His great-grandfather founded Hayman Construction.  Hayman graduated from Western University and has lived in London for 30 years. He served as entrepreneur-in-residence at Ivey Business School.  Hayman and some partners scored a success developing TFC (The Franchise Company) into a major corporation, selling out to the majority shareholder.  He later gained a background in housing, working with a Texasbased think-tank trying to deal with communities facing widespread vacancies after the housing crash in 2008.  Hayman formed fivewalls in partnership with Lee Piccoli, chief executive of Guelph-based Fusion Homes.  Home buyers and sellers often hooked up with agents by wordof-mouth or meetingthem at open houses, Hayman said.  But with the real estate market moving online, there was a need for people to research real estate agents online, along with homes, he said.  "" From the estimates we had, about 10 per cent of the market was already doing that and we thought we could build a business on that ."" More recent research shows 30 per cent of consumers are finding real estate agents online, Hayman said.  The London-St. Thomas real estate market has been hot for months and is on track to hit record sales this year.  But the downside for realtors is that competition for listings is intense.  Agents from major brokerages including ReMax, Royal LePage and Sutton Group have joined fivewalls, Hayman said.  / (See hardcopy for photo);",0
Bond fund warning as sell-off fears increase,"Business Bond fund warning as sell-off fears increase BONDS Savers may find they cannot withdraw cash if the market hits trouble, says James Connington  Turmoil in bond markets and a spike in the number of investors wanting to withdraw money ""raises questions"" about the suitability of popular bond funds, leading analysts have warned.  Bond funds - where savers' cash is pooled and then invested in loans issued by governments and companies - are among the most popular holdings in savers' Isas and pensions.  Many savers view them as a supposedly lower-risk source of income.  But analysts Manuel Arrive and Alastair Sewell of Fitch, the ratings agency, this week questioned whether these funds could withstand a rush to the exit by investors alarmed by a fall in bond prices. They have suggested some funds restrict withdrawals to weekly intervals.  They argue that while these funds allow withdrawals to be made on a daily basis, their managers may struggle to sell holdings quickly enough to be able to pay out.  One outcome could be the forced sale of holdings at poor prices into an already falling market. Another could be the decision by fund managers to temporarily restrict withdrawals.  The warnings are reminiscent of the difficulties facing commercial property funds earlier this year, when a sharp increase in withdrawals forced funds to stop dealing until they could raise cash by selling buildings.  With ""open ended"" funds, such as unit trusts, investors buy units. There is no limit to the number of units that can be issued.  When withdrawals occur, the fund needs to have the cash to meet them and the units are then cancelled.  If there is little or no market to sell holdings to at the time, managers can battle to put a value on the portfolio and individual units.  With property funds, this dilemma could be seen in the ""temporary value adjustments"" that applied to many over the summer.  Mr Arrive said: ""We haven't seen the same reaction from investors in bond funds as was seen in several UK property funds following the Brexit vote. Some fund types are going to be more exposed to liquidity risk if investor sentiment turns quickly.""  According to Fitch's report, the need to meet redemption requests at all times has pushed open-ended bond fund managers to maintain higher cash balances, hindering performance.  While Fitch acknowledged that managers have ""taken steps"" to better manage the risk posed by liquidity, the report claims ""there have been few evolutions in the redemption terms and conditions for open-ended funds"".  By comparison, investment trusts, or ""closed-ended"" funds have a natural release mechanism built in.  Investors buy shares in the investment company itself from a limited issue, and the share price can swing to a premium or a discount compared to the value of the underlying holdings.  In July, Muna Abu-Habsa, an analyst at investment data firm Morningstar, suggested that unit-trust type funds should be limited in the level of illiquid holdings they contain.",0
