,word,frequency,frequency_scaled,relevancy_score,weighted_score
123,retired,812,0.5201793721973094,33.677971579134464,14.079715330794732
30,account,525,0.336322869955157,41.21491391956806,13.861518134383878
25,need,573,0.36707238949391413,35.61397114396095,13.072905487181053
34,interest,493,0.31582319026265215,41.02592957019806,12.956939960350828
33,stock,496,0.31774503523382447,40.48414497077465,12.863636070150049
32,asset,510,0.32671364509929535,38.835463732481,12.688075915160354
27,month,552,0.35361947469570787,35.59830538928509,12.58825405181638
24,investor,585,0.37475976937860345,32.44321547448635,12.158411949118843
124,lender,630,0.40358744394618834,35.75608466565609,12.066195801422566
31,cent,524,0.33568225496476617,33.467178247869015,11.234337861552444
125,needed,573,0.36707238949391413,35.61397114396095,11.178626364247567
126,necessary,573,0.36707238949391413,35.61397114396095,10.758033623013192
36,return,445,0.28507367072389495,37.65672028064728,10.734939477827059
39,work,421,0.2696989109545163,39.76869814097881,10.725574578700883
42,security,401,0.2568866111467008,40.57363627105951,10.422823923571341
37,product,433,0.27738629083920563,37.46503119170666,10.392286038442654
66,fee,347,0.22229340166559897,46.6360602080822,10.366888463936274
54,sale,368,0.23574631646380526,43.551017835736275,10.26699203302431
35,share,447,0.2863549007046765,35.67131343483925,10.214655416638786
40,health,413,0.2645739910313901,38.46912685036659,10.177930422294299
46,customer,388,0.24855861627162076,39.73130510747433,9.875558220179398
48,value,385,0.24663677130044842,39.82867565751076,9.823215969341218
50,estate,375,0.24023062139654067,40.371824488043785,9.698548483674836
41,government,405,0.25944907110826393,37.34733755886555,9.689732038014444
43,life,400,0.25624599615631005,37.52271468192339,9.61504540215846
44,student,400,0.25624599615631005,37.139003716409206,9.516721003564179
56,payment,366,0.2344650864830237,40.47175611555576,9.489213797753624
45,saving,390,0.2498398462524023,37.51875980198383,9.373681180508452
129,returning,445,0.28507367072389495,37.65672028064728,9.319785285452362
60,change,355,0.2274183215887252,39.949898801743984,9.085338933132041
38,help,431,0.27610506085842407,32.24763821810484,8.903736112750279
130,returned,445,0.28507367072389495,37.65672028064728,8.90257922084516
134,working,421,0.2696989109545163,39.76869814097881,8.8857585062623
131,leave,445,0.28507367072389495,37.65672028064728,8.701738556164129
55,house,367,0.23510570147341447,36.888365015387535,8.672664933150049
138,purchase,368,0.23574631646380526,43.551017835736275,8.598352231262696
65,public,349,0.22357463164638053,38.41931040585041,8.58958317209596
139,sell,368,0.23574631646380526,43.551017835736275,8.535858833883033
71,child,328,0.21012171684817424,40.3555825650692,8.479584292980586
52,bill,375,0.24023062139654067,35.147542268037796,8.443515919611897
59,member,356,0.22805893657911594,36.84668526053429,8.403215856982834
140,sold,368,0.23574631646380526,43.551017835736275,8.293102705475777
62,debt,351,0.22485586162716206,36.83650955557823,8.282905095456732
61,management,351,0.22485586162716206,36.75620864331722,8.264848964640835
77,care,312,0.19987187700192185,41.238234639167786,8.242363361576137
67,long,346,0.2216527866752082,37.17625875771046,8.240221351805136
76,client,316,0.20243433696348495,40.46846620738506,8.192207124621191
51,manager,375,0.24023062139654067,33.93119093589485,8.151311083254688
103,thing,267,0.17104420243433696,47.62607255578041,8.146163595383324
58,group,363,0.23254324151185138,34.939853101968765,8.125026698279733
53,information,369,0.23638693145419604,34.302133575081825,8.108576098145544
63,offer,350,0.2242152466367713,35.778390131890774,8.022060567688515
74,term,318,0.20371556694426649,38.73384898900986,7.8906880067297465
47,increase,386,0.2472773862908392,31.75516063719988,7.852333123612526
83,made,298,0.190903267136451,40.64731924235821,7.759706043704514
49,even,382,0.2447149263292761,31.60609543323517,7.734483315500214
97,part,277,0.17745035233824472,43.468311697244644,7.713467226224706
87,program,297,0.19026265214606022,40.505811750888824,7.706743171053159
141,changing,355,0.2274183215887252,39.949898801743984,7.678476309997635
57,risk,366,0.2344650864830237,31.89799728989601,7.478966693210723
132,bring,431,0.27610506085842407,32.24763821810484,7.433004530735298
68,good,343,0.21973094170403587,33.81924518197775,7.431134591555649
78,family,312,0.19987187700192185,37.01699024811387,7.398655321852356
109,issue,260,0.16655989750160155,44.27286536991596,7.374083918115407
72,percent,325,0.20819987187700192,35.33662162721157,7.357080095351544
75,number,316,0.20243433696348495,36.07506754249334,7.302832378877577
64,want,349,0.22357463164638053,32.57672292739153,7.28332882873776
151,really,267,0.17104420243433696,47.62607255578041,7.259882894862409
133,able,431,0.27610506085842407,32.24763821810484,7.254481002697746
81,employee,303,0.19410634208840488,37.354758597910404,7.250795551035781
88,cash,293,0.18770019218449713,38.539769649505615,7.233922169958453
100,report,271,0.17360666239590006,41.582648664712906,7.219024848262138
73,high,323,0.20691864189622036,34.68557448685169,7.1770919662095425
142,offered,350,0.2242152466367713,35.778390131890774,7.158374482737605
135,increased,386,0.2472773862908392,31.75516063719988,7.1345173334149266
113,board,256,0.16399743754003843,43.405817955732346,7.118442919069493
79,deal,312,0.19987187700192185,35.55854503810406,7.107153140223232
110,policy,259,0.16591928251121077,42.425104558467865,7.039142908804085
136,increasing,386,0.2472773862908392,31.75516063719988,7.03117415309467
89,mean,290,0.18577834721332478,37.706447184085846,7.005041437145993
85,go,297,0.19026265214606022,36.709776148200035,6.9844993696447215
84,come,298,0.190903267136451,36.371491223573685,6.9434365052049705
70,system,329,0.21076233183856502,32.570843018591404,6.86470682454617
145,parent,328,0.21012171684817424,40.3555825650692,6.85587776912888
111,law,259,0.16591928251121077,41.20750020444393,6.837118868001908
98,firm,276,0.17680973734785393,38.53319989144802,6.813044951979278
143,offering,350,0.2242152466367713,35.778390131890774,6.748659361780922
82,next,299,0.19154388212684176,35.04635180532932,6.712914279175828
99,case,273,0.17488789237668162,38.34264921396971,6.7056651091695905
137,decrease,386,0.2472773862908392,31.75516063719988,6.6668328335688365
115,place,255,0.16335682254964767,40.77308750152588,6.660562019788021
86,portfolio,297,0.19026265214606022,34.8605153337121,6.632654102570464
101,amount,270,0.17296604740550928,38.29546308517456,6.623814883406234
93,trust,281,0.1800128122998078,36.69343085959554,6.605287681964347
105,end,263,0.16848174247277387,39.12593773007393,6.592006164644102
91,bond,288,0.18449711723254325,35.63021805882454,6.573672518220031
146,making,298,0.190903267136451,40.64731924235821,6.5396732114133345
92,university,284,0.18193465727098015,35.41873975098133,6.443896277564829
80,federal,309,0.1979500320307495,32.47319486737251,6.428069964137159
94,real,280,0.17937219730941703,35.72665078938007,6.408367854597322
116,around,255,0.16335682254964767,38.87122005224228,6.349878996362448
114,capital,256,0.16399743754003843,38.345297172665596,6.288530478028438
144,anything,349,0.22357463164638053,32.57672292739153,6.276431675158294
95,school,279,0.17873158231902628,35.09002164006233,6.2716950913372145
150,along,277,0.17745035233824472,43.468311697244644,6.265082749428835
90,best,289,0.185137732222934,33.13831564038992,6.135152607349575
107,buy,262,0.16784112748238308,36.351747408509254,6.10131827099899
117,age,254,0.1627162075592569,37.03723983466625,6.026559204359532
112,better,258,0.16527866752082,35.29717192053795,5.833869542279815
108,city,261,0.1672005124919923,34.81723266094923,5.8214591444636445
119,current,245,0.15695067264573992,36.464174032211304,5.723076641826887
155,legal,259,0.16591928251121077,41.20750020444393,5.7188875692263546
96,consumer,278,0.1780909673286355,31.98131863772869,5.695583972638421
118,growth,252,0.16143497757847533,35.06397831439972,5.660552552997264
104,higher,264,0.16912235746316465,33.31684110313654,5.634622710588115
69,billion,334,0.2139654067905189,25.704806804656982,5.4999394444301295
147,graduate,284,0.18193465727098015,35.41873975098133,5.451520220600348
148,college,284,0.18193465727098015,35.41873975098133,5.43194219734808
152,rest,263,0.16848174247277387,39.12593773007393,5.4255708582835505
102,based,269,0.17232543241511852,30.29932263493538,5.221343874950428
149,professor,284,0.18193465727098015,35.41873975098133,5.220865349871514
154,buying,262,0.16784112748238308,36.351747408509254,5.180446017380282
106,however,263,0.16848174247277387,19.880366710945964,3.349478824457904
153,although,263,0.16848174247277387,19.880366710945964,3.0706199849466387
